STT,nameProject_VNI,nameProject_ENG,course,difficulty_level,codeSememter,major,specialization,university,note
577,Hướng tiếp cận để cải thiện tính mở rộng của Hệ tư vấn dựa trên bộ nhớ,,,3,231,Công nghệ thông tin,,HCMUS,
578,Giải pháp tăng cường cho tương tác di động,,,3,231,Công nghệ thông tin,,HCMUS,
579,Nghiên cứu và áp dụng các phương pháp điều khiển truy cập,,,3,231,Công nghệ thông tin,,HCMUS,
580,Nghiên cứu các thuật toán khai thác đồ thị áp dụng cho bài toán tư vấn khóa học nghề nghiệp,,,3,231,Công nghệ thông tin,,HCMUS,
581,Xây dựng hệ thống chatbot tự động tư vấn tuyển sinh,,,,,,,,
,Tìm hiểu về Mongodb,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Tìm hiểu về Neo4J,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Tìm hiểu về Query plans,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Ứng dụng của machine learning trong gợi ý sản phẩm.,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,"Gợi ý bán hàng, nhạc, phim"
,"Phân tích thị hiếu khách hàng (nhạc, tiểu thuyết)",,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Bộ dữ liệu cho sẵn
,Tìm hiểu về quy trình xây dựng và tối ưu hóa website bán hàng thương mại điện tử,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Phân tích yếu tố ảnh hưởng đến hành vi mua hàng/ sử dụng dịch vụ trong Thương mại điện tử.,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Xây dựng công cụ phân tích dữ liệu digital marketing,,,1,221,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Triển khai hệ thống thông tin,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Quản trị dự án hệ thống thông tin,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Nghiên cứu tình huống,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Hướng nghiên cứu
,Thiết kế cơ sở dữ liệu cho một trang thương mại điện tử,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Đáp ứng được một số yêu cầu
,Tìm hiểu về NoSQL Database,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,
,Phân tích đặc điểm người dùng dựa trên dữ liệu thu thập được,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Bộ dữ liệu cho sẵn
,Phân tích 1 ứng dụng của machine learning trong gợi ý sản phẩm.,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,"Gợi ý bán hàng, nhạc, phim"
,Phân tích 1 ứng dụng của machine learning trong mạng xã hội.,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,"Gợi ý kết bạn, treo quảng cáo"
,"Phân tích dữ liệu digital marketing, xây dựng các mô hình dự báo về hành vi khách hàng",,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Bộ dữ liệu cho sẵn
,Phân tích ảnh hưởng của quảng cáo trực tuyến đến hành vi khách hàng,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Bộ dữ liệu cho sẵn
,Phân tách nhóm khách hàng dựa trên tiêu chí,,,1,202,Hệ thống thông tin quản lý,Hệ thống thông tin quản lý,HUTECH,Bộ dữ liệu cho sẵn
,Hệ Thống Thông Tin Quản Trị Nguồn Nhân Lực HRIS,,,1,232,,,HUTECH,Hướng nghiên cứu
,Hệ Thống Thông Tin Quản Trị Tài Chính FMIS,,,1,232,,,HUTECH,Hướng nghiên cứu
,Hệ Thống Thông Tin Quản Trị Chuỗi Cung Ứng SCIS,,,1,232,,,HUTECH,Hướng nghiên cứu
,Hệ Thống Ngân Hàng Lõi Core Banking,,,1,232,,,HUTECH,Hướng nghiên cứu
,Hệ Thống Thông Tin Chứng Khoán Đầu Tư SIS,,,1,232,,,HUTECH,Hướng nghiên cứu
,E-Commerce,,,1,232,,,HUTECH,Hướng nghiên cứu
,E-Business,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu về MongoDB,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu về Elasticsearch,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu về BigData,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu về Data Warehouse,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu phương pháp phân tích tương tác sản phẩm - người dùng,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu một số phương pháp phân tích dữ liệu bằng machine learning,,,1,232,,,HUTECH,Hướng nghiên cứu
,Tìm hiểu về phân tích dữ liệu trong kinh doanh,,,1,232,,,HUTECH,Hướng nghiên cứu
,Xây dựng ứng dụng để quản lý thiết bị thông minh,,,,,,,,
,Ứng dụng AI trong phân tích y học,,,,,,,,
,Dùng website để quản trị nhà máy điện,,,,,,,,
,Lập trình trí tuệ nhân tạo để dự đoán giá nhà,,,,,,,,
,Ứng dụng mô hình LSTM trong dự đoán nhiệt độ và điều khiển máy điều hoà nhiệt độ,,TH1361,,232,,,VLUTE,
,Ứng dụng AIoT trong việc phát hiện và cảnh báo vi phạm khi tham gia giao thông,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình Yolov5 trong nhân diện và quản lý vật nuôi trong nông trại,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình YoloV5 điều tiết giao thông,,TH1361,,232,,,VLUTE,
,Ứng dụng AI và IoT trong phân loại hành động con người ...,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình Mobilenet trong phân loại nông sản,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình Inception trong vườn cây thông minh,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình YoloV5 trang trại thông minh,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình YOLOV8 trong phát hiện ngăn ngừa hỏa hoạn,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình Facenet và MTCNN trong nhận diện khuôn mặt qua video,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình Yolo phân loại nông sản,,TH1361,,232,,,VLUTE,
,Ứng dụng mô hình YoloV5 ứng dụng cửa khóa thông minh,,TH1361,,232,,,VLUTE,
,Phát triển hệ thống đa chức năng trong kết nối và điều khiển các thiết bị IOT,,TH1369,,232,,,VLUTE,
,Hệ Thống Vườn Thông Minh,,TH1369,,232,,,VLUTE,
,Nhà thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống nhà thông minh,,TH1369,,232,,,VLUTE,
,Nhà kho thông minh,,TH1369,,232,,,VLUTE,
,"Thùng rác thông minh trong hệ thống trung tâm, thương mại",,TH1369,,232,,,VLUTE,
,Nhà vườn thông minh,,TH1369,,232,,,VLUTE,
,Nông trại thông minh,,TH1369,,232,,,VLUTE,
,Phòng thông minh,,TH1369,,232,,,VLUTE,
,Vườn Thông Minh,,TH1369,,232,,,VLUTE,
,Hệ thống nhà thông minh,,TH1369,,232,,,VLUTE,
,Hệ Thống tưới tiêu thông minh,,TH1369,,232,,,VLUTE,
,Lồng ấp thông minh,,TH1369,,232,,,VLUTE,
,Tự động hoá vườn thanh long ứng dụng công nghệ IOT,,TH1369,,232,,,VLUTE,
,Nông trại thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống vườn thông minh,,TH1369,,232,,,VLUTE,
,Xây dựng ứng dụng hệ thống nhà kính thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống nhà thông minh,,TH1369,,232,,,VLUTE,
,Trang trại bò sữa thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống vườn thông minh,,TH1369,,232,,,VLUTE,
,Nhà thông minh,,TH1369,,232,,,VLUTE,
,Cửa hàng thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống vườn rau thông minh,,TH1369,,232,,,VLUTE,
,Xây dựng mô hình ứng dụng IoT cho nông trại thông minh,,TH1369,,232,,,VLUTE,
,Hệ thống phòng cháy chữa cháy,,TH1369,,232,,,VLUTE,
,Cửa hàng thông minh,,TH1369,,232,,,VLUTE,
,Nhà kho thông minh,,TH1369,,232,,,VLUTE,
,Xây dựng ứng dụng nhà thông minh,,TH1369,,232,,,VLUTE,
,Phát triển hệ thống IOT trong nhà thông minh,,TH1369,,232,,,VLUTE,
,Ứng dụng mạng Wifi trong hệ thống vườn thông minh,,TH1356,,232,,,VLUTE,
,Ứng Dụng ESP-NOW trong Hệ Thống Nhà Thông Minh IoT,,TH1356,,232,,,VLUTE,
,Ứng dụng MQTT trong nông nghiệp,,TH1356,,232,,,VLUTE,
,Tìm hiểu mạng WiFi trong ứng dụng nhà thông minh,,TH1356,,232,,,VLUTE,
,Ứng dụng MQTT trong nhà thông minh,,TH1356,,232,,,VLUTE,
,Tìm hiểu xây dựng hệ thống ESP-NOW trong nhà thông minh,,TH1356,,232,,,VLUTE,
,Ứng dụng mạng GSM trong nhà thông minh,,TH1356,,232,,,VLUTE,
,Ứng dụng Bluetooth trong nhà thông minh,,TH1356,,232,,,VLUTE,
,"Ứng dụng tính năng Bluetooth của esp32 trong điểm danh, chấm công.",,TH1356,,232,,,VLUTE,
,Ứng dụng tính năng Bluetooth của esp32 trong làm khóa thông minh,,TH1356,,232,,,VLUTE,
,Ứng dụng ESP32 và Wi-Fi vào hệ thống vườn thông minh,,TH1356,,232,,,VLUTE,
,Hệ thống quản lý bãi đỗ xe thông minh sử dụng ESP32 và bluetooh,,TH1356,,232,,,VLUTE,
,Ứng dụng MQTT trong nhà thông minh,,TH1356,,232,,,VLUTE,
,Viết web bằng joomla,,,1,232,,,VLUTE,
,Viết web bằng wordpress,,,1,232,,,VLUTE,
,Chatbot tư vấn tuyển sinh,,,1,232,,,VLUTE,
,Xây dựng website tin tức đoàn khoa,,,1,232,,,VLUTE,
,Xây dựng website đăng ký tham gia phong trào,,,1,232,,,VLUTE,
,Xây dựng website điểm danh,,,1,232,,,VLUTE,
,Xây dựng website quản lý đoàn phí,,,1,232,,,VLUTE,
,Xây dựng website quản lý sổ đoàn,,,1,232,,,VLUTE,
,Xây dựng website hỗ trợ học anh văn chuyên ngành,,,1,232,,,VLUTE,
,Xây dựng ứng dụng (website) giới thiệu địa điểm du lịch,,,1,232,,,VLUTE,
,Xây dựng website quản lý tiệm net,,,1,232,,,VLUTE,
,Xây dựng website quản lý karaoke,,,1,232,,,VLUTE,
,Xây dựng website quản lý quán cà phê,,,1,232,,,VLUTE,
,Xây dựng website thi trắc nghiệm,,,1,232,,,VLUTE,
,Xây dựng website bán hàng trực tuyến,,,1,232,,,VLUTE,
,Thiết kế logo đoàn khoa dựa vào kỹ thuật xử lý hình ảnh,,,1,232,,,VLUTE,
,Xây dựng phần mềm nhận diện chữ viết tay,,,1,232,,,VLUTE,
,Xây dựng hệ thống nhận diện ảnh,,,1,232,,,VLUTE,
,Xây dựng hệ thống quản lý điểm công tác xã hội,,,1,232,,,VLUTE,
,Xây dựng hệ thống quản lý việc xét tốt nghiệp,,,1,232,,,VLUTE,
,Xây dựng hệ thống xếp thời khóa biểu cho giảng viên,,,1,232,,,VLUTE,
,Xây dựng hệ thống quản lý phòng thực hành,,,1,232,,,VLUTE,
,Robot điều khiển bằng giọng nói,,,1,232,,,VLUTE,
,Robot điều khiển bằng smartphone,,,1,232,,,VLUTE,
,Lập trình game mini,,,1,232,,,VLUTE,
,Hệ thống bật tắt đèn bằng app,,,1,232,,,VLUTE,
,Hệ thống điều khiển thiết bị từ xa,,,1,232,,,VLUTE,
,Hệ thống điểm danh bằng gương mặt,,,1,232,,,VLUTE,
,Hệ thống điểm danh bằng thẻ,,,1,232,,,VLUTE,
,Hệ thống điểm danh bằng mã QR,,,1,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo Phát hiện giới tính và tuổi tác ,,TH1333,,232,,,VLUTE,
,Ứng dụng của trí tuệ nhân tạo trong nhận diện các thiết bị điện tử,,TH1334,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện phương tiện tham gia giao thông,,TH1335,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện chữ viết tay,,TH1336,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo vào nhận diện phát hiện đối tượng,,TH1337,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo vào nhận diện bệnh ung thư phổi,,TH1338,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo  trong game puzzle,,TH1339,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện khối u não ,,TH1340,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo vào việc phát hiện ung thư da,,TH1341,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo vào trò chơi cờ vua,,TH1342,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận dạng biển số xe,,TH1343,,232,,,VLUTE,
,ỨNG DỤNG TRÍ TUỆ NHÂN TẠO TRONG TRONG TRÒ CHƠI CỜ CARO,,TH1344,,232,,,VLUTE,
,ỨNG DỤNG TRÍ TUỆ NHÂN TẠO PHÁT HIỆN BỆNH UNG THƯ VÚ,,TH1345,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện ung thư phổi,,TH1346,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong phát hiện nguy cơ đột quỵ,,TH1347,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện khuôn mặt trong điểm danh,,TH1348,,232,,,VLUTE,
,Ung dung trí tuệ nhân tạo trong phát hiện tế bào sốt rét,,TH1349,,232,,,VLUTE,
, Ứng dụng trí tuệ nhân tạo trong phát hiện ung thư não,,TH1350,,232,,,VLUTE,
,"Ứng dụng trí tuệ nhân tạo trong việc phát hiện vi phạm khi tham gia giao thông
(Phân hệ 1: Nhận dạng, phát hiện mũ bảo hộ và biển số)",,TH1351,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo để phát hiện virus COVID-19 và virus thông thường thông qua ảnh chụp X-Quang phổi người,,TH1352,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện khối u não,,TH1353,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện khuôn mặt,,TH1354,,232,,,VLUTE,
,Trí tuệ nhân tạo trong nhận diện gãy xương,,TH1355,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo để phát hiện ung thư não,,TH1356,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo chuẩn đoán bệnh COVID 19,,TH1357,,232,,,VLUTE,
,"Ứng dụng trí tuệ nhân tạo trong quá trình kiểm định chất lượng trái cây
(Phân hệ 1: Nhận dạng và phát hiện chất lượng xoài)",,TH1358,,232,,,VLUTE,
,Phát hiện bệnh trên lá của cây cà chua bằng CNN,,TH1359,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện tràng khí màng phổi,,TH1360,,232,,,VLUTE,
,Ứng dụng trí nhân tạo trong trò chơi sokoban,,TH1361,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo dự đoán bệnh thận,,TH1362,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện ung đại tràng ,,TH1363,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo vào nhận diện khuôn mặt ,,TH1364,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện xuất huyết não,,TH1365,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện chữ cái viết tay,,TH1366,,232,,,VLUTE,
,"Ứng dụng trí tuệ nhân tạo phát hiện bệnh Covid-19 
dựa trên ảnh chụp CT từ phổi",,TH1367,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong việc xây dựng chatbox du lịch thông minh,,TH1368,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo để phân loại tế bào máu,,TH1369,,232,,,VLUTE,
,ỨNG DỤNG TRÍ TUỆ NHÂN TẠO CT PHÁT HIỆN XUẤT HUYẾT ĐẦU,,TH1370,,232,,,VLUTE,
,Ứng dụng Trí Tuệ Nhận Diện Khuôn Mặt,,TH1371,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo tìm đường đi cho máy hút bụi,,TH1372,,232,,,VLUTE,
,Ứng dụng phát hiện ung thư đại tràng,,TH1373,,232,,,VLUTE,
,Nhận diện bàn tay đoán ra kí tự người khuyết tật muốn nói,,TH1374,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong phân loại rác tái chế,,TH1375,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo hỗ trợ tập yoga,,TH1376,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận dạng biển số xe gắn máy,,TH1377,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện và phân loại khối u não ,,TH1378,,232,,,VLUTE,
,Ứng dụng AIOT trong việc ngăn chặn hỏa hoạn trong môi trường nhà ở,,TH1379,,232,,,VLUTE,
,Ứng Dụng Trí tuệ nhân tạo trong phát hiện Covid-19 qua chụp X-quang lồng ngực,,TH1380,,232,,,VLUTE,
,Ứng dụng Trí Tuệ Nhận Diện Khuôn Mặt,,TH1381,,232,,,VLUTE,
,Ứng dụng Trí Tuệ Nhân Tạo Trong Nhận Dạng Và Dự Đoán Một Số Loại Trái Cây,,TH1382,,232,,,VLUTE,
,Ứng Dụng Trí Tuệ Nhân Tạo trong phát hiện tràn khí màn phổi,,TH1383,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo tìm đường trong mê cung,,TH1384,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo phát hiện và phân loại khối u não ,,TH1385,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong nhận diện xe máy,,TH1386,,232,,,VLUTE,
,Game cờ caro sử dụng thuật toán cắt tỉa alpha beta,,TH1387,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong phân loại khối u não,,TH1388,,232,,,VLUTE,
,Ứng dụng trí tuệ nhân tạo trong hỗ trợ lái xe,,TH1389,,232,,,VLUTE,
,Ứng dụng Blockchain trong quản lý chuỗi cung ứng.,,,,,,,,
,Sử dụng Blockchain để xác thực danh tính kỹ thuật số.,,,,,,,,
,Blockchain và bảo mật dữ liệu y tế.,,,,,,,,
,Hợp đồng thông minh cho hệ thống bầu cử điện tử.,,,,,,,,
,Blockchain trong quản lý tài sản kỹ thuật số.,,,,,,,,
,Ứng dụng Blockchain trong giao dịch bất động sản.,,,,,,,,
,Blockchain và bảo mật dữ liệu IoT.,,,,,,,,
,Hệ thống quản lý học tập sử dụng Blockchain.,,,,,,,,
,Blockchain và bảo mật trong ngân hàng số.,,,,,,,,
,Ứng dụng Blockchain trong quản lý nhân sự.,,,,,,,,
,Phát triển hệ thống thanh toán điện tử sử dụng Blockchain.,,,,,,,,
,Blockchain và bảo mật trong truyền thông xã hội.,,,,,,,,
,Ứng dụng Blockchain trong quản lý quyền sở hữu trí tuệ.,,,,,,,,
,Phát triển hệ thống truy xuất nguồn gốc thực phẩm bằng Blockchain.,,,,,,,,
,Blockchain và bảo mật dữ liệu trong thương mại điện tử.,,,,,,,,
,Ứng dụng Blockchain trong quản lý vé sự kiện.,,,,,,,,
,Phát triển hệ thống quản lý tài chính phi tập trung (DeFi) sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý năng lượng.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ chăm sóc sức khỏe.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dự án xây dựng.,,,,,,,,
,Phát triển hệ thống quản lý tài sản số sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin bệnh nhân.,,,,,,,,
,Phát triển hệ thống quản lý thuế sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý chuỗi cung ứng dược phẩm.,,,,,,,,
,Blockchain và bảo mật dữ liệu trong dịch vụ tài chính.,,,,,,,,
,Phát triển hệ thống quản lý bầu cử trực tuyến sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hợp đồng lao động.,,,,,,,,
,Blockchain và bảo mật trong truyền thông kỹ thuật số.,,,,,,,,
,Ứng dụng Blockchain trong quản lý đăng ký học phần.,,,,,,,,
,Phát triển hệ thống quản lý sở hữu bất động sản sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý chất lượng không khí.,,,,,,,,
,Blockchain và bảo mật trong giao dịch tiền mã hóa.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hồ sơ học tập.,,,,,,,,
,Phát triển hệ thống quản lý đất đai sử dụng Blockchain.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ bảo hiểm.,,,,,,,,
,Ứng dụng Blockchain trong quản lý chất lượng nước.,,,,,,,,
,Phát triển hệ thống quản lý giao dịch tài sản số sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý giấy tờ pháp lý.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ vận tải.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin nông nghiệp.,,,,,,,,
,Phát triển hệ thống quản lý bản quyền âm nhạc sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý rác thải.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ y tế.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài nguyên thiên nhiên.,,,,,,,,
,Phát triển hệ thống quản lý tài chính công sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin môi trường.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ viễn thông.,,,,,,,,
,Ứng dụng Blockchain trong quản lý quỹ đầu tư.,,,,,,,,
,Phát triển hệ thống quản lý giấy phép kinh doanh sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài sản công cộng.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ hậu cần.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài liệu nghiên cứu.,,,,,,,,
,Phát triển hệ thống quản lý đăng ký bảo hiểm sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin doanh nghiệp.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ giải trí.,,,,,,,,
,Ứng dụng Blockchain trong quản lý quy trình sản xuất.,,,,,,,,
,Phát triển hệ thống quản lý chứng chỉ học tập sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài sản nghệ thuật.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ pháp lý.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hoạt động từ thiện.,,,,,,,,
,Phát triển hệ thống quản lý quyền tác giả sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dự án nghiên cứu.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ tài chính cá nhân.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin địa lý.,,,,,,,,
,Phát triển hệ thống quản lý đăng ký xe sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dịch vụ công.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ du lịch.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài nguyên nước.,,,,,,,,
,Phát triển hệ thống quản lý bảo hành sản phẩm sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý giáo dục.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ hậu cần.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài sản văn hóa.,,,,,,,,
,Phát triển hệ thống quản lý thông tin nhân viên sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dịch vụ xã hội.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ khách hàng.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hệ thống thu phí giao thông.,,,,,,,,
,Phát triển hệ thống quản lý tài sản cố định sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin tài chính doanh nghiệp.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ công nghệ.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hệ thống giám sát an ninh.,,,,,,,,
,Phát triển hệ thống quản lý thông tin nông dân sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin kỹ thuật.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ truyền thông.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin du lịch.,,,,,,,,
,Phát triển hệ thống quản lý thông tin bảo mật sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dự án nghiên cứu khoa học.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ tài chính doanh nghiệp.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hệ thống an ninh mạng.,,,,,,,,
,Phát triển hệ thống quản lý thông tin sinh viên sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dịch vụ văn hóa.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ y tế tư nhân.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hệ thống phân phối năng lượng.,,,,,,,,
,Phát triển hệ thống quản lý tài sản công nghiệp sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý thông tin di sản.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ tư vấn tài chính.,,,,,,,,
,Ứng dụng Blockchain trong quản lý hệ thống chăm sóc khách hàng.,,,,,,,,
,Phát triển hệ thống quản lý thông tin bảo hiểm y tế sử dụng Blockchain.,,,,,,,,
,Ứng dụng Blockchain trong quản lý dịch vụ hưu trí.,,,,,,,,
,Blockchain và bảo mật trong dịch vụ bảo mật thông tin.,,,,,,,,
,Ứng dụng Blockchain trong quản lý tài nguyên thiên nhiên.,,,,,,,,
